상품코드,이미지,상품명,가격,중량,구분,조회수,재고
1001945650,https://product-image.kurly.com/hdims/resize/%5E%3E720x%3E936/cropcenter/720x936/quality/85/src/product/image/3be11c8d-d710-4b0b-82ca-fce42b9118d7.jpg,[샐러디] 찰현미 가득 단백질 주먹밥 2종 (택1),7990,1팩 (4개입),도시락/밥류,548,494
5069139,https://img-cf.kurly.com/hdims/resize/%5E%3E720x%3E936/cropcenter/720x936/quality/85/src/shop/data/goods/1622080092871l0.jpg,[하린이네주꾸미] 왕주꾸미 볶음 700g (냉동),19500,1개,도시락/밥류,415,326
1001794862,https://product-image.kurly.com/hdims/resize/%5E%3E720x%3E936/cropcenter/720x936/quality/85/src/product/image/147192b5-b3a7-4bc6-9fe5-3798cd02cd85.jpg,"[오므토토마토] 레드커리 오므라이스 2종 (시그니처, 그릴드 단호박) (택1)",6210,1팩,도시락/밥류,713,167
1001224864,https://product-image.kurly.com/hdims/resize/%5E%3E720x%3E936/cropcenter/720x936/quality/85/src/product/image/d271b399-790c-45ac-a37d-9419f7c9d494.jpg,[편스토랑X온더고] 김재중의 나폴리식 갈비덮밥,6980,1팩,도시락/밥류,860,464
1001985706,https://product-image.kurly.com/hdims/resize/%5E%3E720x%3E936/cropcenter/720x936/quality/85/src/product/image/71a8ba9d-b585-4e2e-8620-73beb0dd4704.jpg,[햇반] 백미밥 130G * 36입,37800,,도시락/밥류,321,197
5155567,https://product-image.kurly.com/hdims/resize/%5E%3E720x%3E936/cropcenter/720x936/quality/85/src/product/image/047bfb49-6ce4-4890-b69b-140dd7da32f5.jpg,[하남돼지집] 철판삼겹살마무리볶음밥 4입,11900,1팩(230g*4개입),도시락/밥류,127,290
1000527167,https://product-image.kurly.com/hdims/resize/%5E%3E720x%3E936/cropcenter/720x936/quality/85/src/product/image/93241528-0fa5-4d85-82c5-db54b165c115.jpg,[금룡각] 중화 간짜장볶음밥 (2개입),8900,"2개(볶음밥 230g*2팩, 소스 100g*2팩)",도시락/밥류,967,206
1001943044,https://product-image.kurly.com/hdims/resize/%5E%3E720x%3E936/cropcenter/720x936/quality/85/src/product/image/5127068d-f9d0-4f57-9ebe-bfcbc757d51a.jpg,[한끼통살] 김자반 밥바 4종 (택1),8900,1팩 (5개입),도시락/밥류,742,155
1000765126,https://product-image.kurly.com/product/image/8ac2fba2-1973-485d-b6cb-e5804f9eb1b4.jpg,[제일맞게컬리] 육즙+왕교자 만두 1.01kg,10480,1.01kg,"치킨, 피자, 핫도그, 만두",991,319
1000127954,https://product-image.kurly.com/product/image/dd1c0a05-ca1a-4c21-a712-54338f3dbbf2.jpg,[남향푸드또띠아] 간편 브리또 15종 2개입 (택1),6600,250g,"치킨, 피자, 핫도그, 만두",343,103
1001391829,https://product-image.kurly.com/product/image/5976cf21-e574-437b-b210-3e3fe7bd6e35.jpg,[피자로빈슨] 뉴욕 메가 슬라이스 피자 5종 (택1),5500,옵션별 상이,"치킨, 피자, 핫도그, 만두",768,450
1000170826,https://product-image.kurly.com/product/image/19293180-6537-4922-b54e-42a036c9b987.jpg,[99핫도그] 크리스피 핫도그 800g(80gX10개입) 2종 (택1),9900,800g,"치킨, 피자, 핫도그, 만두",665,241
1001529704,https://product-image.kurly.com/product/image/8bc38d7e-5c1b-44f9-b686-de5b973be26f.jpg,[차려낸] 바삭한 국내산 안심 치킨텐더,7900,500g,"치킨, 피자, 핫도그, 만두",785,414
1000308975,https://product-image.kurly.com/product/image/95458f15-1a5a-43c3-963e-38d6282a34be.jpg,[99치킨] 순살 닭강정,9900,700g,"치킨, 피자, 핫도그, 만두",718,9
5082274,https://product-image.kurly.com/product/image/6b5b8a11-d6fd-475b-a830-8f3313b3c6a7.jpg,[비비고] 왕교자 만두 대용량 1.05kg,10980,1050g,"치킨, 피자, 핫도그, 만두",367,421
5068190,https://img-cf.kurly.com/shop/data/goods/1622535619962l0.jpg,"[Kurly's] 김치 왕만두 (1,050g/지퍼백)",10500,"1,050g","치킨, 피자, 핫도그, 만두",371,231
1000166206,https://product-image.kurly.com/product/image/d53d208b-a180-4599-b960-7af513f3af1f.jpg,99치킨 콤보 (윙&봉),9900,700g,"치킨, 피자, 핫도그, 만두",582,257
1001931649,https://product-image.kurly.com/product/image/3464ef3f-8463-409f-9afe-24e77aa7861c.jpg,[차려낸] 국내산 닭가슴살 치킨너겟,5900,500g,"치킨, 피자, 핫도그, 만두",158,219
5031703,https://product-image.kurly.com/product/image/61e5e11f-0452-43a7-8566-1c055dbe2d00.jpg,[올바르고 반듯한] 슈퍼크런치 치킨텐더,8960,440g,"치킨, 피자, 핫도그, 만두",245,7
1001404824,https://product-image.kurly.com/product/image/0b22d12d-eca3-444f-9a45-24128dbd6609.jpg,[애슐리] 허니버터 치즈스틱 395g,8990,395g (치즈스틱 + 시즈닝),"치킨, 피자, 핫도그, 만두",631,180
5061908,https://product-image.kurly.com/product/image/ee472ab5-831c-4ca9-b2f1-94b161e74af3.jpg,[굽네] 닭가슴살 만두 4종 (택1),2890,180g,"치킨, 피자, 핫도그, 만두",92,217
5072984,https://img-cf.kurly.com/shop/data/goods/1657612645101l0.jpg,[전주 베테랑] 김치만두,5980,405g,"치킨, 피자, 핫도그, 만두",385,460
1000679377,https://product-image.kurly.com/product/image/b4d339a3-5cc6-49d4-b0c4-e2400a423a26.jpg,[윤서울] 김도윤 셰프의 모둠나물면,9400,251g,"치킨, 피자, 핫도그, 만두",837,152
1000078041,https://product-image.kurly.com/product/image/65958d6e-65dc-43d4-9ced-dde1c027166d.jpg,두 마리 99치킨 (에어프라이어용),9900,1kg,"치킨, 피자, 핫도그, 만두",33,191
5062771,https://img-cf.kurly.com/shop/data/goods/1657612696912l0.jpg?v=0531,[전주 베테랑] 고기만두,5980,405g,"치킨, 피자, 핫도그, 만두",193,25
1001484709,https://product-image.kurly.com/product/image/0da294cb-894d-456d-bb35-b80ded7d0609.jpg,[도스타코스] 께사디야 2종 (택1),9800,280g,"치킨, 피자, 핫도그, 만두",132,168
5068189,https://img-cf.kurly.com/shop/data/goods/1622536776317l0.jpg,"[Kurly's] 고기 왕만두 (1,050g/지퍼백)",10300,"1,050g","치킨, 피자, 핫도그, 만두",478,407
5054455,https://img-cf.kurly.com/shop/data/goods/16272914139l0.jpg,[Kurly's] 물만두,9200,800g,"치킨, 피자, 핫도그, 만두",271,281
5048681,https://img-cf.kurly.com/shop/data/goods/165303997425l0.jpeg,[우주인피자] 허니 고르곤졸라,11900,338g,"치킨, 피자, 핫도그, 만두",452,148
1000052927,https://product-image.kurly.com/product/image/eecc936c-d450-4823-b333-c49be3dc126a.jpg,[조선호텔] 꿔바로우 450g,9800,450g,"치킨, 피자, 핫도그, 만두",303,342
1001553838,https://product-image.kurly.com/product/image/22120f3c-2911-4c67-9091-096b09800dc9.jpg,"[2개 구매 시 9,000원][고메] 소바바치킨 순살 4종 (택1)",6980,240g,"치킨, 피자, 핫도그, 만두",594,438
1000619042,https://product-image.kurly.com/product/image/e4fff538-8d7c-40af-ab70-8a6d3474974c.jpg,[비비고] 통새우만두 200g,6980,1팩 : 200g,"치킨, 피자, 핫도그, 만두",614,242
5048683,https://img-cf.kurly.com/shop/data/goods/1653039993170l0.jpeg,[우주인피자] 마르게리따,11900,290g,"치킨, 피자, 핫도그, 만두",23,396
5069883,https://product-image.kurly.com/product/image/deb41eee-ba97-4585-a368-d7029127f5d3.jpeg,[하림] 치킨너겟 850g,13550,850g,"치킨, 피자, 핫도그, 만두",3,352
1000229616,https://product-image.kurly.com/product/image/410de09c-72d5-4e5d-b2b0-d62b33ce2395.jpg,[비비고] 왕교자 455gx2개입,9480,1세트(455g*2봉),"치킨, 피자, 핫도그, 만두",360,187
5069882,https://product-image.kurly.com/product/image/56691907-9b16-488c-830a-9e7a6b5aae5e.jpg,[하림] 용가리 치킨 850g,13800,850g,"치킨, 피자, 핫도그, 만두",1,385
5082275,https://product-image.kurly.com/product/image/cef3675d-1df2-45cd-926f-2aef796d7341.jpg,[비비고] 김치 왕교자 만두 대용량 1.05kg,12480,1050g,"치킨, 피자, 핫도그, 만두",716,467
5051972,https://product-image.kurly.com/product/image/99b9dabd-2d20-4e24-aa07-a493c0cfb774.jpeg, [애슐리] 오리지널 통살치킨,9900,500g,"치킨, 피자, 핫도그, 만두",358,256
5012850,https://img-cf.kurly.com/shop/data/goods/1580201828996l0.jpg,[SEMIWON] 새우 완탕,10380,340g,"치킨, 피자, 핫도그, 만두",267,133
1001150374,https://product-image.kurly.com/product/image/346a2bdb-37c3-4e4e-aa94-97fcc2b69b6e.jpg,"[비비드키친] 저당 닭가슴살 브리또 6종 2개입 (택1, NEW 옵션 추가)",7800,250g(125g*2개입),"치킨, 피자, 핫도그, 만두",555,271
5121291,https://product-image.kurly.com/product/image/f67a5673-09b6-4373-91a4-2307591c7908.jpg,[멕시카나] 더 바삭한 닭강정 2종,9990,500g,"치킨, 피자, 핫도그, 만두",722,8
1001460484,https://product-image.kurly.com/product/image/ee0e567f-9044-4f63-bc8b-00d69891ac5a.jpg,[사세] 버팔로 윙봉 골드 1kg,16900,1kg,"치킨, 피자, 핫도그, 만두",336,347
1001320755,https://product-image.kurly.com/product/image/ce75982e-50c0-4d1c-804f-b99d84fac539.jpg,[신선설농탕] 신선 왕만두 490g ,7000,490g,"치킨, 피자, 핫도그, 만두",819,248
1001959581,https://product-image.kurly.com/product/image/55ced14e-9ffa-4c57-b3d6-9f7e20f843c0.jpg,[도스타코스] 살사 타코 3종 (택1),8900,159g,"치킨, 피자, 핫도그, 만두",9,73
5025430,https://product-image.kurly.com/product/image/6bcdbae0-f35b-431e-aca2-0fe7499a511a.jpg,[고메] 크리스피 핫도그 400g(80gX5개입),8480,80g*5(400g),"치킨, 피자, 핫도그, 만두",645,88
5054960,https://img-cf.kurly.com/shop/data/goods/1656061856259l0.jpg,"[Kurly's] 간편하게 바삭, 통등심 돈까스",6550,270g(135g*2ea),"치킨, 피자, 핫도그, 만두",579,426
1000157424,https://product-image.kurly.com/product/image/4d69afee-e834-4702-8706-fe1a1dad2b4b.jpg,[비비고] 물만두 370gx2개입,9980,740g,"치킨, 피자, 핫도그, 만두",544,242
1000529408,https://product-image.kurly.com/product/image/ac82eafb-bc1e-407d-a9a8-acc7ac02c42a.jpg,[애플하우스] 무침 군만두,7900,360g,"치킨, 피자, 핫도그, 만두",572,326
5051977,https://img-cf.kurly.com/shop/data/goods/158795645680l0.jpg,[애슐리] 시카고 딥디쉬 피자,8900,406g,"치킨, 피자, 핫도그, 만두",702,479
5136015,https://product-image.kurly.com/product/image/c43871bf-411d-475d-bea1-67e4feb71ab7.jpg,[고메] 오리지널 핫도그 400g(80gX5개입),6980,400g(80g*5개),"치킨, 피자, 핫도그, 만두",652,310
5044304,https://img-cf.kurly.com/shop/data/goods/15881272270l0.jpg,[톰볼라] 버섯 피자,16600,425g,"치킨, 피자, 핫도그, 만두",448,279
5101000,https://product-image.kurly.com/product/image/b54e8a60-1d97-43bd-9866-79233cc1b5da.jpg,[고메] 치즈크리스피 핫도그 340g(85gX4개입),8480,85g X 4개,"치킨, 피자, 핫도그, 만두",33,380
5010898,https://product-image.kurly.com/product/image/9e29dc48-f9a9-44db-80b0-5c503b0ce405.jpg,[고메] 크리스피 너겟,9980,450g,"치킨, 피자, 핫도그, 만두",843,95
1000964259,https://product-image.kurly.com/product/image/87c78586-cd7f-428e-913e-10267517af29.jpg,[제일맞게컬리] 차돌 김치왕교자 1.01kg,11480,1.01kg,"치킨, 피자, 핫도그, 만두",884,191
1000347944,https://product-image.kurly.com/product/image/5ba8f2fb-7044-4d12-98cc-4fc245b4e028.jpg,[사세] 버팔로 윙 골드 1kg,18900,1kg,"치킨, 피자, 핫도그, 만두",420,325
1000260416,https://product-image.kurly.com/product/image/865d888e-c1a0-462d-a2c9-aec3215031fb.jpg,[동원] 딤섬 부추창펀 (390gX2봉),10480,390gX2봉,"치킨, 피자, 핫도그, 만두",296,14
5041236,https://product-image.kurly.com/product/image/44a9ff3c-dd70-4d50-a128-954f11d956e3.jpg,[고메] 통등심 돈카츠,10980,450g,"치킨, 피자, 핫도그, 만두",170,335
1000231881,https://product-image.kurly.com/product/image/c8ef10d5-a308-4b98-9d0b-5f7e5e46ecfc.jpg,[비비고] 수제 진한고기만두 400gx2개입,9980,800g,"치킨, 피자, 핫도그, 만두",358,483
1001455953,https://product-image.kurly.com/product/image/686295fb-fc08-42dd-9546-77e34b5f9c20.jpg,[풀무원] 순두부 또띠아로 감싼 마이브리또 2종 2개입 (택1),6980,230g (115g*2개입),"치킨, 피자, 핫도그, 만두",305,116
1001137106,https://product-image.kurly.com/product/image/325a4aaa-1ee6-4372-95a0-41a6ba7eba41.jpg,[굽네] 닭가슴살 곤약 새우 만두 2종 (택1),2990,180g,"치킨, 피자, 핫도그, 만두",292,70
5079511,https://img-cf.kurly.com/shop/data/goods/1626757739743l0.jpg,[청담동 피양옥] 이북식 만두,9600,450g,"치킨, 피자, 핫도그, 만두",774,81
5048680,https://img-cf.kurly.com/shop/data/goods/1653040021939l0.jpeg,[우주인피자] 허니 갈릭 페퍼로니,11900,394g,"치킨, 피자, 핫도그, 만두",765,419
1000189809,https://product-image.kurly.com/product/image/4d31d6e8-4337-45c1-a95f-3f7e9ad9af95.jpg,[사세] 치킨가라아게 2종 (택1),7900,500g/1kg,"치킨, 피자, 핫도그, 만두",269,121
5003128,https://img-cf.kurly.com/shop/data/goods/1510808076661l0.jpg,[네니아] 물만두,14800,1kg,"치킨, 피자, 핫도그, 만두",952,317
5103621,https://product-image.kurly.com/product/image/5d24afb4-4911-4966-b50a-4bf64aece143.jpg,[풀무원] 얄피꽉찬 생 물만두 X 3입,10480,250g * 3개입,"치킨, 피자, 핫도그, 만두",950,469
1000525392,https://product-image.kurly.com/product/image/bd168de8-f9d0-4ce9-8738-fe2edf72456b.jpg,[성수동분식] 대구식 수제 납작만두(30개입),7200,390g(13gx30개입),"치킨, 피자, 핫도그, 만두",533,368
5050287,https://product-image.kurly.com/product/image/b447f949-d0a5-4b4c-950a-208c766044c6.jpg,[더오담] 에어프라이어 돈까스 4종 (3입),9800,"3입 : 390g , 465g(통치즈) ","치킨, 피자, 핫도그, 만두",271,52
1001505506,https://product-image.kurly.com/product/image/49b6836d-73b9-4445-bdb0-4d514d407bf0.jpg,[장터만두] 시장 김치 만두 840g,8700,840g,"치킨, 피자, 핫도그, 만두",717,368
1002003592,https://product-image.kurly.com/product/image/a5d7fc24-de10-48d6-8229-17a4b9569b8c.jpg,[샐러디] 고단백 저당 두부 부리또 2종 2개입 (택1),9000,260g (130g*2개입),"치킨, 피자, 핫도그, 만두",290,224
1001438150,https://product-image.kurly.com/product/image/2ee61320-eae3-4906-b0ee-ecd7bea37ab5.jpg,[중앙닭강정] 오리지널 보통맛 1kg (냉동),18900,1kg,"치킨, 피자, 핫도그, 만두",818,169
1001368737,https://product-image.kurly.com/product/image/6796e48c-bdbc-46d7-a56b-4952b9e0abd6.jpg,[풀무원] 평양왕만두 1.4kg,13980,"1,400g","치킨, 피자, 핫도그, 만두",392,300
5011036,https://product-image.kurly.com/product/image/fcce0488-f054-4549-ab6d-8423e52da172.jpg,[풀무원] 모짜렐라 핫도그 320g(80gX4개입),8480,80g*4개입,"치킨, 피자, 핫도그, 만두",396,83
1001180048,https://product-image.kurly.com/product/image/38b4b249-8eb2-4c93-b714-2cbc4f3d7d2d.jpg,[Chai797] 딤섬 새우 창펀 300g,8900,300g,"치킨, 피자, 핫도그, 만두",48,3
5100657,https://product-image.kurly.com/product/image/71482413-d496-4108-a59a-39e8db8e9681.jpg,[고메] 포테이토치즈 핫도그 400g(100gX4개입),9980,100g x 4개,"치킨, 피자, 핫도그, 만두",712,263
1001320916,https://product-image.kurly.com/product/image/4baa66e5-a3b0-4484-bd58-d7c21e069713.jpg,[장터만두] 시장 고기 만두 840g,8700,840g,"치킨, 피자, 핫도그, 만두",756,149
1000677083,https://product-image.kurly.com/product/image/ec1f54b1-cd3e-4131-bbcd-0a0d4a7a41e2.jpg,[애슐리] 크런치즈엣지 피자 2종 (택1),9900,상품별 상이,"치킨, 피자, 핫도그, 만두",169,254
1000632694,https://product-image.kurly.com/product/image/91d69561-3724-4dd9-b7f0-531dacc7e2f5.jpg,[이연복의 목란] 샤오롱바오,6900,392g,"치킨, 피자, 핫도그, 만두",910,220
5025946,https://product-image.kurly.com/product/image/d3c5fcde-cd36-4a67-9e78-ff874a863df6.jpg,[비비고] 든든 한섬만두 384gx2개입,9980,384gx2봉,"치킨, 피자, 핫도그, 만두",129,377
1001894649,https://product-image.kurly.com/product/image/4e45bf39-1a9a-46bd-99dd-3dfe12703ff1.jpg,[고메] 정지선 셰프 딤섬 새우하가우135g,5980,135g,"치킨, 피자, 핫도그, 만두",903,119
1000270029,https://product-image.kurly.com/product/image/22fbb789-a9f1-4fb8-8baf-58ba8dff2ee1.jpg,[호텔컬렉션] 북경식 꿔바로우 600g,12980,600g (꿔바로우 400g+소스 200g),"치킨, 피자, 핫도그, 만두",853,18
5007148,https://img-cf.kurly.com/shop/data/goods/1500540457194l0.jpg,[SEMIWON] 왕하가우,7180,200g,"치킨, 피자, 핫도그, 만두",103,341
1001495269,https://product-image.kurly.com/product/image/0add14bd-8039-4ecd-89b5-accc11767eb5.jpg,[오뚜기] 리얼 멕시칸 브리또 페페로니트리플치즈 (125G x 3개입),8980,375g(125g*3개입),"치킨, 피자, 핫도그, 만두",493,245
1000469185,https://product-image.kurly.com/product/image/4c851f95-641e-43dc-8165-ebdc5a9236c6.jpg,[오뚜기]X.O.교자 3종,9480,상세페이지 참조,"치킨, 피자, 핫도그, 만두",615,55
1001932968,https://product-image.kurly.com/product/image/9b9f29f3-e4c2-476d-b797-95358008318f.jpg,[BBQ] 후라이드 치킨,9900,400g,"치킨, 피자, 핫도그, 만두",67,10
1000130493,https://product-image.kurly.com/product/image/951801c6-be8c-4f5c-b1bf-d3c9afb483a1.jpg,[마니커에프앤지] 케이준치킨텐더 400g,6900,400g,"치킨, 피자, 핫도그, 만두",636,193
1000942460,https://product-image.kurly.com/product/image/73e60693-de59-44ec-8137-ae91c5c40795.jpg,[풀무원] 노엣지피자 코리안 BBQ,9980,322g,"치킨, 피자, 핫도그, 만두",42,68
1001970794,https://product-image.kurly.com/product/image/69090a84-326a-473f-846c-eb813c54f606.jpg,[비비고] 왕교자 1.4KG,14980,1400,"치킨, 피자, 핫도그, 만두",749,111
1000106179,https://product-image.kurly.com/product/image/cb9b0bd9-ffd5-409b-a7f4-e22f9aaed9c6.jpg,[고메] 통모짜크리스피 핫도그 340g(85gX4개입),9980,340g,"치킨, 피자, 핫도그, 만두",655,308
1000261853,https://product-image.kurly.com/product/image/faba0451-2fa2-4e36-80a3-ad6ec7ace6e6.jpg, [동원] 딤섬 새우 하가우 (300gX2개입),10480,300g X 2봉,"치킨, 피자, 핫도그, 만두",862,347
1000229626,https://product-image.kurly.com/product/image/c38c1cf5-8b4a-42b1-aa3d-281c24b2c122.jpg,[비비고] 군만두 450Gx2개입,9980,900g (450g*2),"치킨, 피자, 핫도그, 만두",874,484
1000205908,https://product-image.kurly.com/product/image/f1e8aee0-293c-4800-b1f2-59e6d0bab523.jpg,[크리스탈제이드] 오리지널 쇼마이,12500,270g / 9개입,"치킨, 피자, 핫도그, 만두",27,47
5006483,https://product-image.kurly.com/product/image/4fd4a614-0df0-421c-aad1-e47700c34521.jpg,[풀무원] 올바른 핫도그 300g(75gX4개입),6980,75g*4개,"치킨, 피자, 핫도그, 만두",229,333
5138708,https://product-image.kurly.com/product/image/d4f339c4-5758-42ac-80fa-9a434fe6f3ce.jpeg,[하림] 닭가슴살 핫도그 450g(90gX5개입),8980,450g,"치킨, 피자, 핫도그, 만두",738,161
1000136442,https://product-image.kurly.com/product/image/26c4b722-c93a-4382-a286-beb84faddc56.jpg,[비비고] 찰보리 감자만두 400gx2개입,9980,800g,"치킨, 피자, 핫도그, 만두",357,439
1000157446,https://product-image.kurly.com/product/image/9c46a676-5afc-46eb-a099-4d48bdbc391e.jpg,[고메] 소바바치킨 소이허니 윙/봉(택1),8980,300g,"치킨, 피자, 핫도그, 만두",223,9
5155874,https://product-image.kurly.com/product/image/0ee8b53d-da62-4d31-93e3-39a2949cfe62.jpg,[쉐푸드] 우유 미니 핫도그 500g,8780,500g,"치킨, 피자, 핫도그, 만두",525,245
5155722,https://img-cf.kurly.com/shop/data/goods/1658390539911l0.jpg,[맛있다그랭] 닭가슴살 다이어트 만두 3종(4개입)(택1),9000,180g*4팩,"치킨, 피자, 핫도그, 만두",968,3
1001866255,https://product-image.kurly.com/product/image/75747c9b-958d-4ab3-aac4-41512edf1f93.jpg,[우주인피자] 트리플 치즈 라구,13900,423g,"치킨, 피자, 핫도그, 만두",555,48
5010302,https://img-cf.kurly.com/shop/data/goods/1554340552685l0.jpg,[창화당] 납작 왕군만두 2종,8200,500g,"치킨, 피자, 핫도그, 만두",348,426
1000763401,https://product-image.kurly.com/product/image/f0d98ff7-1ecc-4625-b716-8005edfd5474.jpg,[오뚜기] 돌판오븐 피자 4종 (택1),6980,옵션별 상이,"치킨, 피자, 핫도그, 만두",977,336
1001865902,https://product-image.kurly.com/product/image/7f5d5db9-87ab-4c6c-9fdd-2532aad8660d.jpg,[BBQ] 오븐구이 닭다리살 (자메이카) 300g,8900,300g,"치킨, 피자, 핫도그, 만두",511,264
5056316,https://product-image.kurly.com/product/image/906e8fac-a48a-4ce0-bf95-c50639b9280e.jpg,[마니커에프앤지] 바사삭 치킨 닭다리 420g,8980,420g,"치킨, 피자, 핫도그, 만두",727,240
5044707,https://img-cf.kurly.com/shop/data/goods/1607304232748l0.jpg,[마포식품] 만두피 3종 (택1),4400,옵션별 상이,"치킨, 피자, 핫도그, 만두",388,397
1001026648,https://product-image.kurly.com/product/image/c63d924e-2d2c-4133-a789-1cb56dfefc65.jpg,[비비고] 진한 김치고기만두 200g,4900,200g,"치킨, 피자, 핫도그, 만두",880,94
1001411921,https://product-image.kurly.com/product/image/2d6fb654-3ba6-45e4-a8ce-c946695bf915.jpg,[청담동 피양옥] 인기 평양냉면&만두&녹두전 3종 (택1),9600,옵션별 상이,"치킨, 피자, 핫도그, 만두",148,206
1000231894,https://product-image.kurly.com/product/image/d3785f7e-1743-48e0-aad0-f58be7aea271.jpg,[비비고] 수제진한김치만두 400Gx2개입,9980,800g,"치킨, 피자, 핫도그, 만두",270,38
5010024,https://img-cf.kurly.com/shop/data/goods/1510809235913l0.jpg,[네니아] 우리밀 왕교자,14500,1kg,"치킨, 피자, 핫도그, 만두",507,483
1001255496,https://product-image.kurly.com/product/image/601a0818-b99f-42ac-bf51-4882854d57ea.jpg,[뽀로로] DIY 하와이안 피자만들기,9900,295g,"치킨, 피자, 핫도그, 만두",79,434
1000572062,https://product-image.kurly.com/hdims/resize/%5E%3E720x%3E936/cropcenter/720x936/quality/85/src/product/image/1e143634-65e2-40e9-bbc8-8580f1b0e084.jpg,[사리원] 소불고기 전골,12720,1팩,밀키트,239,29
1001207466,https://product-image.kurly.com/hdims/resize/%5E%3E720x%3E936/cropcenter/720x936/quality/85/src/product/image/5588e602-4670-4eba-80bd-0d8690493ad3.jpg,[차려낸] 햄 가득 송탄식 부대찌개,11900,,밀키트,582,223
1000811962,https://product-image.kurly.com/hdims/resize/%5E%3E720x%3E936/cropcenter/720x936/quality/85/src/product/image/39b48630-0359-4f08-aea3-8193aea1fc52.jpg,[일상식탁] 부산식 얼큰 낙곱새,14950,1팩,밀키트,650,366
5073094,https://img-cf.kurly.com/hdims/resize/%5E%3E720x%3E936/cropcenter/720x936/quality/85/src/shop/data/goods/163792233013l0.jpg,[에머이] 소고기 쌀국수 키트 (2인분),11250,1봉,밀키트,787,358
1000942597,https://product-image.kurly.com/hdims/resize/%5E%3E720x%3E936/cropcenter/720x936/quality/85/src/product/image/738cd5df-5b62-43e3-b761-7f73aa6f9b76.jpg,[니뽕내뽕] 크뽕 (크림 짬뽕),8900,1개,밀키트,695,14
1001861172,https://product-image.kurly.com/hdims/resize/%5E%3E720x%3E936/cropcenter/720x936/quality/85/src/product/image/29695334-43ca-4c77-ac00-440814b9160a.jpg,[도량] 철가방요리사 임태훈 셰프의 짬뽕 (2인분),15717,1팩,밀키트,922,105
5049405,https://product-image.kurly.com/hdims/resize/%5E%3E720x%3E936/cropcenter/720x936/quality/85/src/product/image/4c9ec7b6-e293-45ad-9d45-b8217da74894.jpg?v=0531,[My little recipe] 안동에서 올라온 전통찜닭 (2인용),16983,1팩,밀키트,939,368
